entry_datetime,entry_price,exit_datetime,exit_price,size,pnl,pnl_comm,entry_reason,exit_reason,entry_rsi,exit_rsi,entry_atr,exit_atr,strategy_id,symbol,timeframe,duration_sec
,1681.0,,1766.35,1,85.34999999999991,83.45395749999992,rsi < 30,rsi > 70,20.977470446725476,71.40661818597538,55.85475777106208,55.28952174303608,a0e53ad5,ETHUSDT,1D,
,3059.31,,3127.03,1,67.72000000000025,64.31751300000026,rsi < 30,rsi > 70,28.366322549198486,74.13380327007475,134.56198510038135,132.50026281680383,a0e53ad5,ETHUSDT,1D,
