strategy_id,run_id,symbol,timeframe,Initial_portfolio_value,Final_portfolio_value,Final_portfolio_growth_percent,Total_trades,Winning_trades,Losing_trades,Net_PnL,Average_Win_pnl,Average_Loss_pnl
a0e53ad5,20250913_035155,ETHUSDT,1D,100000,100142.95,0.14,2,2,0,142.95,71.48,0.0
