strategy_id,run_id,symbol,timeframe,Initial_portfolio_value,Final_portfolio_value,Final_portfolio_growth_percent,Total_trades,Winning_trades,Losing_trades,Net_PnL,Average_Win_pnl,Average_Loss_pnl,Win_rate,Loss_rate,Profit_factor,Avg_trade_size,Avg_pnl_comm,Duration_avg_sec,Duration_max_sec,Duration_min_sec
2f90f06d,20250915_151330,BTCUSDT,1D,100000,118587.33,18.59,3,3,0,18587.33,6195.78,0.0,1.0,0.0,inf,1.0,6232.4,,,
