strategy_id,run_id,symbol,timeframe,Initial_portfolio_value,Final_portfolio_value,Final_portfolio_growth_percent,Total_trades,Winning_trades,Losing_trades,Net_PnL,Average_Win_pnl,Average_Loss_pnl
3e40804c,20250913_035210,ETHUSDT,12H,100000,101072.91,1.07,5,4,1,786.17,301.07,-418.13
