strategy_id,run_id,symbol,timeframe,Initial_portfolio_value,Final_portfolio_value,Final_portfolio_growth_percent,Total_trades,Winning_trades,Losing_trades,Net_PnL,Average_Win_pnl,Average_Loss_pnl,Win_rate,Loss_rate,Profit_factor,Avg_trade_size,Avg_pnl_comm,Duration_avg_sec,Duration_max_sec,Duration_min_sec
7f400a35,20250915_151405,ETHUSDT,12H,100000,101072.91,1.07,5,4,1,786.17,301.07,-418.13,0.8,0.2,2.9689,1.0,159.56,,,
