timestamp,price,rsi,atr,reason,strategy_id,symbol,timeframe
2023-03-09 12:00:00,20348.3,26.526407842367192,593.2819739796391,rsi < 30,b8043407,BTCUSDT,12H
2023-08-17 12:00:00,26609.7,19.94868614940971,598.6894937227701,rsi < 30,b8043407,BTCUSDT,12H
2024-06-24 12:00:00,60273.6,28.7836191323223,1442.621529757149,rsi < 30,b8043407,BTCUSDT,12H
