entry_datetime,entry_price,exit_datetime,exit_price,size,pnl,pnl_comm,entry_reason,exit_reason,entry_rsi,exit_rsi,entry_atr,exit_atr,strategy_id,symbol,timeframe,duration_sec
,1681.0,,2122.92,1,441.9200000000001,439.8278440000001,rsi < 30,rsi > 70,29.993414007568006,78.64477574914912,55.85475777106208,72.4153519892177,1b6e0674,ETHUSDT,1D,
,2418.6,,3375.02,1,956.4200000000001,953.233509,rsi < 30,rsi > 70,27.02797327965102,73.33545277769832,196.15414767427382,146.43236946959104,1b6e0674,ETHUSDT,1D,
