strategy_id,run_id,symbol,timeframe,Initial_portfolio_value,Final_portfolio_value,Final_portfolio_growth_percent,Total_trades,Winning_trades,Losing_trades,Net_PnL,Average_Win_pnl,Average_Loss_pnl,Win_rate,Loss_rate,Profit_factor,Avg_trade_size,Avg_pnl_comm,Duration_avg_sec,Duration_max_sec,Duration_min_sec
f1a51a76,20250915_151351,BTCUSDT,12H,100000,122010.13,22.01,3,3,0,22010.13,7336.71,0.0,1.0,0.0,inf,1.0,7373.9,,,
