entry_datetime,entry_price,exit_datetime,exit_price,size,pnl,pnl_comm,entry_reason,exit_reason,entry_rsi,exit_rsi,entry_atr,exit_atr,strategy_id,symbol,timeframe,duration_sec
,21695.4,,24747.3,1,3051.899999999998,3026.3565149999977,rsi < 30,rsi > 70,28.150728744119604,70.94028450473942,515.2696266272737,837.2968487122268,f09ab019,BTCUSDT,12H,
,26333.0,,28290.6,1,1957.5999999999985,1927.5570199999986,rsi < 30,rsi > 70,25.55121203694725,71.43199097795227,774.8439702029035,667.1090875928049,f09ab019,BTCUSDT,12H,
,28540.0,,27981.4,1,-558.5999999999985,-589.6867699999985,rsi < 30,rsi > 70,27.541486530773582,71.42338298935702,337.9502240091371,474.6820011548513,f09ab019,BTCUSDT,12H,
,39567.0,,47155.9,1,7588.9000000000015,7541.202405000002,rsi < 30,rsi > 70,28.46343431922243,77.49409812188694,1194.5147979343428,979.4980250844463,f09ab019,BTCUSDT,12H,
,57862.1,,71466.5,1,13604.400000000001,13533.26927,rsi < 30,rsi > 70,29.102680770315715,73.156135455092,2187.621402623029,1784.22963646998,f09ab019,BTCUSDT,12H,
,61257.3,,64680.6,1,3423.2999999999956,3354.0341549999957,rsi < 30,rsi > 70,25.390794791138262,70.36761993678356,1287.5154935846217,1865.7942401963746,f09ab019,BTCUSDT,12H,
,58144.5,,65749.6,1,7605.100000000006,7536.958245000006,rsi < 30,rsi > 70,27.03928880487659,70.87813938014868,2092.9157932646076,1416.5270142228565,f09ab019,BTCUSDT,12H,
