date,equity
2023-01-08 00:00:00,100000.0
2023-01-08 12:00:00,100000.0
2023-01-09 00:00:00,100000.0
2023-01-09 12:00:00,100000.0
2023-01-10 00:00:00,100000.0
2023-01-10 12:00:00,100000.0
2023-01-11 00:00:00,100000.0
2023-01-11 12:00:00,100000.0
2023-01-12 00:00:00,100000.0
2023-01-12 12:00:00,100000.0
2023-01-13 00:00:00,100000.0
2023-01-13 12:00:00,100000.0
2023-01-14 00:00:00,100000.0
2023-01-14 12:00:00,100000.0
2023-01-15 00:00:00,100000.0
2023-01-15 12:00:00,100000.0
2023-01-16 00:00:00,100000.0
2023-01-16 12:00:00,100000.0
2023-01-17 00:00:00,100000.0
2023-01-17 12:00:00,100000.0
2023-01-18 00:00:00,100000.0
2023-01-18 12:00:00,100000.0
2023-01-19 00:00:00,100000.0
2023-01-19 12:00:00,100000.0
2023-01-20 00:00:00,100000.0
2023-01-20 12:00:00,100000.0
2023-01-21 00:00:00,100000.0
2023-01-21 12:00:00,100000.0
2023-01-22 00:00:00,100000.0
2023-01-22 12:00:00,100000.0
2023-01-23 00:00:00,100000.0
2023-01-23 12:00:00,100000.0
2023-01-24 00:00:00,100000.0
2023-01-24 12:00:00,100000.0
2023-01-25 00:00:00,100000.0
2023-01-25 12:00:00,100000.0
2023-01-26 00:00:00,100000.0
2023-01-26 12:00:00,100000.0
2023-01-27 00:00:00,100000.0
2023-01-27 12:00:00,100000.0
2023-01-28 00:00:00,100000.0
2023-01-28 12:00:00,100000.0
2023-01-29 00:00:00,100000.0
2023-01-29 12:00:00,100000.0
2023-01-30 00:00:00,100000.0
2023-01-30 12:00:00,100000.0
2023-01-31 00:00:00,100000.0
2023-01-31 12:00:00,100000.0
2023-02-01 00:00:00,100000.0
2023-02-01 12:00:00,100000.0
2023-02-02 00:00:00,100000.0
2023-02-02 12:00:00,100000.0
2023-02-03 00:00:00,100000.0
2023-02-03 12:00:00,100000.0
2023-02-04 00:00:00,100000.0
2023-02-04 12:00:00,100000.0
2023-02-05 00:00:00,100000.0
2023-02-05 12:00:00,100000.0
2023-02-06 00:00:00,100000.0
2023-02-06 12:00:00,100000.0
2023-02-07 00:00:00,100000.0
2023-02-07 12:00:00,100000.0
2023-02-08 00:00:00,100000.0
2023-02-08 12:00:00,100000.0
2023-02-09 00:00:00,100000.0
2023-02-09 12:00:00,100000.0
2023-02-10 00:00:00,100000.0
2023-02-10 12:00:00,100000.0
2023-02-11 00:00:00,100000.0
2023-02-11 12:00:00,100000.0
2023-02-12 00:00:00,100000.0
2023-02-12 12:00:00,100000.0
2023-02-13 00:00:00,100000.0
2023-02-13 12:00:00,100000.0
2023-02-14 00:00:00,100000.0
2023-02-14 12:00:00,100000.0
2023-02-15 00:00:00,100000.0
2023-02-15 12:00:00,100000.0
2023-02-16 00:00:00,100000.0
2023-02-16 12:00:00,100000.0
2023-02-17 00:00:00,100000.0
2023-02-17 12:00:00,100000.0
2023-02-18 00:00:00,100000.0
2023-02-18 12:00:00,100000.0
2023-02-19 00:00:00,100000.0
2023-02-19 12:00:00,100000.0
2023-02-20 00:00:00,100000.0
2023-02-20 12:00:00,100000.0
2023-02-21 00:00:00,100000.0
2023-02-21 12:00:00,100000.0
2023-02-22 00:00:00,100000.0
2023-02-22 12:00:00,100000.0
2023-02-23 00:00:00,100000.0
2023-02-23 12:00:00,100000.0
2023-02-24 00:00:00,100000.0
2023-02-24 12:00:00,100000.0
2023-02-25 00:00:00,100000.0
2023-02-25 12:00:00,100000.0
2023-02-26 00:00:00,100000.0
2023-02-26 12:00:00,100000.0
2023-02-27 00:00:00,100000.0
2023-02-27 12:00:00,100000.0
2023-02-28 00:00:00,100000.0
2023-02-28 12:00:00,100000.0
2023-03-01 00:00:00,100000.0
2023-03-01 12:00:00,100000.0
2023-03-02 00:00:00,100000.0
2023-03-02 12:00:00,100000.0
2023-03-03 00:00:00,100000.0
2023-03-03 12:00:00,100000.0
2023-03-04 00:00:00,100000.0
2023-03-04 12:00:00,100000.0
2023-03-05 00:00:00,100000.0
2023-03-05 12:00:00,100000.0
2023-03-06 00:00:00,100000.0
2023-03-06 12:00:00,100000.0
2023-03-07 00:00:00,100000.0
2023-03-07 12:00:00,100000.0
2023-03-08 00:00:00,100000.0
2023-03-08 12:00:00,100000.0
2023-03-09 00:00:00,99946.3139687925
2023-03-09 12:00:00,98630.21396879251
2023-03-10 00:00:00,98031.9139687925
2023-03-10 12:00:00,98422.21396879251
2023-03-11 00:00:00,98359.51396879251
2023-03-11 12:00:00,98729.21396879251
2023-03-12 00:00:00,98716.9139687925
2023-03-12 12:00:00,100268.1139687925
2023-03-13 00:00:00,100374.51396879251
2023-03-13 12:00:00,102401.4139687925
2023-03-14 00:00:00,103029.21396879251
2023-03-14 12:00:00,103003.3360043275
2023-03-15 00:00:00,103003.3360043275
2023-03-15 12:00:00,103003.3360043275
2023-03-16 00:00:00,103003.3360043275
2023-03-16 12:00:00,103003.3360043275
2023-03-17 00:00:00,103003.3360043275
2023-03-17 12:00:00,103003.3360043275
2023-03-18 00:00:00,103003.3360043275
2023-03-18 12:00:00,103003.3360043275
2023-03-19 00:00:00,103003.3360043275
2023-03-19 12:00:00,103003.3360043275
2023-03-20 00:00:00,103003.3360043275
2023-03-20 12:00:00,103003.3360043275
2023-03-21 00:00:00,103003.3360043275
2023-03-21 12:00:00,103003.3360043275
